,Geography Description,Date,Daily Footfall,Lost Path PfPI,901 Other PfPI,Late Crew PfPI,Late Stock PfPI,902 Other PfPI,On Time Percentage
1552,Manchester Piccadilly,2020-03-18,49168.0,103.0,1.0,0.0,25.0,13.0,0.6203883495145631
1553,Manchester Piccadilly,2020-03-19,44351.0,77.0,3.0,0.0,42.0,7.0,0.6106696935300795
1554,Manchester Piccadilly,2020-03-20,41980.0,236.0,12.0,48.0,62.0,19.0,0.5724217844727694
1555,Manchester Piccadilly,2020-03-23,25028.0,14.0,0.0,0.0,40.0,0.0,0.7349397590361446
1556,Manchester Piccadilly,2020-03-24,18113.0,18.0,0.0,0.0,37.0,3.0,0.7943722943722944
1557,Manchester Piccadilly,2020-03-25,14488.0,26.0,0.0,0.0,8.0,0.0,0.841991341991342
1558,Manchester Piccadilly,2020-03-26,10781.0,32.0,0.0,0.0,0.0,0.0,0.8412017167381974
1559,Manchester Piccadilly,2020-03-27,10393.0,12.0,0.0,4.0,17.0,3.0,0.8258064516129032
1560,Manchester Piccadilly,2020-03-30,8836.0,6.0,0.0,0.0,24.0,4.0,0.8394793926247288
1561,Manchester Piccadilly,2020-03-31,8559.0,16.0,0.0,0.0,0.0,0.0,0.8804347826086957
1562,Manchester Piccadilly,2020-04-01,8594.0,6.0,0.0,0.0,30.0,3.0,0.8663793103448276
1563,Manchester Piccadilly,2020-04-02,8334.0,6.0,0.0,14.0,0.0,0.0,0.8685344827586207
1564,Manchester Piccadilly,2020-04-03,8595.0,3.0,0.0,0.0,0.0,0.0,0.9006479481641468
1565,Manchester Piccadilly,2020-04-06,8312.0,23.0,4.0,5.0,100.0,9.0,0.8134490238611713
1566,Manchester Piccadilly,2020-04-07,8225.0,3.0,0.0,8.0,4.0,0.0,0.9028077753779697
1567,Manchester Piccadilly,2020-04-08,7663.0,17.0,0.0,0.0,0.0,0.0,0.8714596949891068
1568,Manchester Piccadilly,2020-04-09,7587.0,0.0,0.0,0.0,3.0,4.0,0.8649237472766884
1569,Manchester Piccadilly,2020-04-14,7512.0,0.0,0.0,0.0,7.0,0.0,0.8841201716738197
1570,Manchester Piccadilly,2020-04-15,7349.0,3.0,0.0,0.0,0.0,0.0,0.9057815845824411
1571,Manchester Piccadilly,2020-04-16,7533.0,3.0,0.0,0.0,3.0,7.0,0.8172043010752689
1572,Manchester Piccadilly,2020-04-17,7674.0,0.0,0.0,0.0,0.0,0.0,0.9071274298056156
1573,Manchester Piccadilly,2020-04-20,7629.0,13.0,0.0,0.0,24.0,0.0,0.8812095032397408
1574,Manchester Piccadilly,2020-04-21,7950.0,17.0,0.0,0.0,53.0,0.0,0.8701298701298701
1575,Manchester Piccadilly,2020-04-22,7804.0,0.0,0.0,0.0,15.0,0.0,0.841648590021692
1576,Manchester Piccadilly,2020-04-23,7723.0,14.0,0.0,0.0,0.0,0.0,0.9010752688172043
1577,Manchester Piccadilly,2020-04-24,8341.0,6.0,0.0,0.0,43.0,0.0,0.8668122270742358
1578,Manchester Piccadilly,2020-04-27,7916.0,3.0,0.0,0.0,16.0,0.0,0.8886363636363637
1579,Manchester Piccadilly,2020-04-28,8152.0,0.0,0.0,0.0,13.0,4.0,0.8989247311827957
1580,Manchester Piccadilly,2020-04-29,7896.0,3.0,0.0,0.0,11.0,0.0,0.9019607843137255
1581,Manchester Piccadilly,2020-04-30,7705.0,0.0,3.0,0.0,0.0,0.0,0.9137931034482759
1582,Manchester Piccadilly,2020-05-01,8566.0,0.0,0.0,0.0,4.0,0.0,0.9229122055674518
1583,Manchester Piccadilly,2020-05-04,8468.0,7.0,0.0,0.0,6.0,21.0,0.864516129032258
1584,Manchester Piccadilly,2020-05-05,8359.0,0.0,0.0,0.0,4.0,0.0,0.8905579399141631
1585,Manchester Piccadilly,2020-05-06,8218.0,16.0,0.0,0.0,0.0,0.0,0.8736616702355461
1586,Manchester Piccadilly,2020-05-07,9018.0,7.0,0.0,0.0,11.0,0.0,0.8903225806451613
1587,Manchester Piccadilly,2020-05-11,9678.0,0.0,0.0,0.0,0.0,0.0,0.8774193548387097
1588,Manchester Piccadilly,2020-05-12,8995.0,5.0,0.0,0.0,0.0,0.0,0.8520971302428256
1589,Manchester Piccadilly,2020-05-13,9469.0,0.0,0.0,0.0,0.0,0.0,0.8948497854077253
1590,Manchester Piccadilly,2020-05-14,9613.0,3.0,0.0,0.0,4.0,0.0,0.8898488120950324
1591,Manchester Piccadilly,2020-05-15,9864.0,3.0,0.0,0.0,5.0,0.0,0.9032258064516129
1592,Manchester Piccadilly,2020-05-18,11685.0,8.0,0.0,0.0,0.0,34.0,0.855457227138643
1593,Manchester Piccadilly,2020-05-19,10779.0,11.0,0.0,0.0,48.0,10.0,0.8323442136498517
1594,Manchester Piccadilly,2020-05-20,12349.0,26.0,16.0,0.0,57.0,3.0,0.7689969604863222
1595,Manchester Piccadilly,2020-05-21,12017.0,39.0,3.0,0.0,13.0,19.0,0.8185714285714286
1596,Manchester Piccadilly,2020-05-22,13183.0,24.0,0.0,0.0,5.0,3.0,0.8262150220913107
1597,Manchester Piccadilly,2020-05-26,12679.0,16.0,0.0,0.0,18.0,0.0,0.8626292466765141
1598,Manchester Piccadilly,2020-05-27,13486.0,10.0,0.0,14.0,0.0,0.0,0.85
1599,Manchester Piccadilly,2020-05-28,12926.0,40.0,11.0,9.0,30.0,14.0,0.7865853658536586
1600,Manchester Piccadilly,2020-05-29,14338.0,16.0,0.0,0.0,3.0,5.0,0.8050595238095238
1601,Manchester Piccadilly,2020-06-01,15182.0,48.0,0.0,0.0,9.0,14.0,0.8197932053175776
1602,Manchester Piccadilly,2020-06-02,15575.0,19.0,0.0,0.0,0.0,3.0,0.8616071428571429
1603,Manchester Piccadilly,2020-06-03,14722.0,32.0,0.0,5.0,3.0,11.0,0.8428781204111601
1604,Manchester Piccadilly,2020-06-04,14767.0,13.0,0.0,0.0,7.0,0.0,0.8539823008849557
1605,Manchester Piccadilly,2020-06-05,15432.0,14.0,4.0,0.0,17.0,16.0,0.8118518518518518
1606,Manchester Piccadilly,2020-06-08,15169.0,9.0,0.0,0.0,0.0,0.0,0.8761061946902655
1607,Manchester Piccadilly,2020-06-09,14919.0,99.0,40.0,0.0,29.0,4.0,0.8596750369276218
1608,Manchester Piccadilly,2020-06-10,15782.0,85.0,0.0,34.0,64.0,0.0,0.7816793893129771
1609,Manchester Piccadilly,2020-06-11,15277.0,8.0,0.0,3.0,10.0,0.0,0.8614008941877794
1610,Manchester Piccadilly,2020-06-12,17324.0,50.0,0.0,0.0,20.0,11.0,0.8567026194144838
1611,Manchester Piccadilly,2020-06-15,18272.0,9.0,0.0,0.0,0.0,0.0,0.861764705882353
1612,Manchester Piccadilly,2020-06-16,17190.0,42.0,0.0,0.0,114.0,14.0,0.7865671641791044
1613,Manchester Piccadilly,2020-06-17,17156.0,26.0,0.0,0.0,33.0,0.0,0.8032544378698225
1614,Manchester Piccadilly,2020-06-18,18246.0,18.0,0.0,0.0,28.0,0.0,0.820627802690583
1615,Manchester Piccadilly,2020-06-19,20277.0,17.0,0.0,0.0,0.0,0.0,0.8735294117647059
1616,Manchester Piccadilly,2020-06-22,20668.0,24.0,0.0,0.0,17.0,3.0,0.8422619047619048
1617,Manchester Piccadilly,2020-06-23,20520.0,12.0,0.0,5.0,15.0,0.0,0.8698224852071006
1618,Manchester Piccadilly,2020-06-24,22034.0,42.0,0.0,0.0,9.0,0.0,0.8142644873699851
1619,Manchester Piccadilly,2020-06-25,22937.0,19.0,0.0,0.0,2.0,9.0,0.8112094395280236
1620,Manchester Piccadilly,2020-06-26,23600.0,19.0,0.0,0.0,7.0,0.0,0.8483063328424153
1621,Manchester Piccadilly,2020-06-29,21859.0,18.0,0.0,0.0,35.0,0.0,0.8444444444444444
1622,Manchester Piccadilly,2020-06-30,22315.0,3.0,0.0,0.0,5.0,0.0,0.866965620328849
1623,Manchester Piccadilly,2020-07-01,22576.0,46.0,3.0,0.0,5.0,4.0,0.8330871491875923
1624,Manchester Piccadilly,2020-07-02,22114.0,9.0,0.0,0.0,0.0,0.0,0.8478581979320532
1625,Manchester Piccadilly,2020-07-03,24761.0,47.0,0.0,0.0,0.0,0.0,0.7967599410898379
1626,Manchester Piccadilly,2020-07-06,27461.0,9.0,0.0,4.0,42.0,4.0,0.78125
1627,Manchester Piccadilly,2020-07-07,25851.0,14.0,0.0,0.0,0.0,11.0,0.7981770833333334
1628,Manchester Piccadilly,2020-07-08,26826.0,16.0,0.0,0.0,0.0,7.0,0.7709424083769634
1629,Manchester Piccadilly,2020-07-09,27399.0,48.0,0.0,0.0,13.0,21.0,0.7707253886010362
1630,Manchester Piccadilly,2020-07-10,33677.0,34.0,0.0,0.0,12.0,0.0,0.7490247074122237
1631,Manchester Piccadilly,2020-07-13,28759.0,35.0,3.0,0.0,82.0,7.0,0.7423638778220452
1632,Manchester Piccadilly,2020-07-14,28257.0,22.0,0.0,0.0,12.0,13.0,0.804177545691906
1633,Manchester Piccadilly,2020-07-15,31308.0,46.0,0.0,0.0,10.0,5.0,0.7546419098143236
1634,Manchester Piccadilly,2020-07-16,32769.0,21.0,0.0,3.0,26.0,23.0,0.8010335917312662
1635,Manchester Piccadilly,2020-07-17,39016.0,25.0,0.0,12.0,59.0,0.0,0.7733160621761658
1636,Manchester Piccadilly,2020-07-20,35084.0,15.0,0.0,0.0,11.0,0.0,0.7912371134020618
1637,Manchester Piccadilly,2020-07-21,33495.0,6.0,0.0,0.0,14.0,6.0,0.7894736842105263
1638,Manchester Piccadilly,2020-07-22,34489.0,20.0,0.0,0.0,28.0,10.0,0.7423076923076923
1639,Manchester Piccadilly,2020-07-23,35653.0,22.0,0.0,0.0,17.0,6.0,0.7723156532988357
1640,Manchester Piccadilly,2020-07-24,43573.0,33.0,0.0,0.0,29.0,3.0,0.7719072164948454
1641,Manchester Piccadilly,2020-07-27,35021.0,5.0,0.0,0.0,38.0,0.0,0.7847938144329897
1642,Manchester Piccadilly,2020-07-28,35244.0,23.0,0.0,0.0,18.0,3.0,0.7635658914728682
1643,Manchester Piccadilly,2020-07-29,36913.0,9.0,0.0,0.0,0.0,0.0,0.7958921694480102
1644,Manchester Piccadilly,2020-07-30,39795.0,60.0,0.0,0.0,6.0,11.0,0.7892030848329049
1645,Manchester Piccadilly,2020-07-31,47042.0,70.0,12.0,10.0,106.0,4.0,0.6525198938992043
1646,Manchester Piccadilly,2020-08-03,38442.0,30.0,0.0,0.0,11.0,13.0,0.8059508408796895
1647,Manchester Piccadilly,2020-08-04,34062.0,24.0,0.0,8.0,56.0,5.0,0.7400257400257401
1648,Manchester Piccadilly,2020-08-05,34870.0,6.0,0.0,15.0,0.0,3.0,0.8038709677419354
1649,Manchester Piccadilly,2020-08-06,36244.0,37.0,0.0,0.0,0.0,12.0,0.8085381630012937
1650,Manchester Piccadilly,2020-08-07,43719.0,3.0,0.0,9.0,21.0,3.0,0.7454780361757106
1651,Manchester Piccadilly,2020-08-10,39489.0,16.0,0.0,0.0,16.0,8.0,0.7706422018348624
1652,Manchester Piccadilly,2020-08-11,37651.0,31.0,0.0,4.0,0.0,0.0,0.7170795306388527
1653,Manchester Piccadilly,2020-08-12,39035.0,212.0,0.0,8.0,340.0,64.0,0.5714285714285714
1654,Manchester Piccadilly,2020-08-13,37142.0,3.0,0.0,0.0,4.0,0.0,0.7835051546391752
1655,Manchester Piccadilly,2020-08-14,43175.0,22.0,4.0,21.0,17.0,10.0,0.7658473479948253
1656,Manchester Piccadilly,2020-08-17,41075.0,54.0,0.0,8.0,51.0,4.0,0.754813863928113
1657,Manchester Piccadilly,2020-08-18,38418.0,36.0,0.0,0.0,14.0,21.0,0.6851851851851852
1658,Manchester Piccadilly,2020-08-19,39635.0,10.0,0.0,21.0,43.0,5.0,0.7797927461139896
1659,Manchester Piccadilly,2020-08-20,40969.0,21.0,0.0,4.0,29.0,4.0,0.7610389610389611
1660,Manchester Piccadilly,2020-08-21,46339.0,28.0,7.0,39.0,110.0,8.0,0.7347994825355757
1661,Manchester Piccadilly,2020-08-24,43738.0,43.0,0.0,0.0,34.0,3.0,0.7344559585492227
1662,Manchester Piccadilly,2020-08-25,39519.0,38.0,0.0,0.0,178.0,3.0,0.6671140939597315
1663,Manchester Piccadilly,2020-08-26,42605.0,40.0,0.0,10.0,3.0,16.0,0.6830238726790451
1664,Manchester Piccadilly,2020-08-27,40843.0,10.0,13.0,62.0,27.0,10.0,0.7347994825355757
1665,Manchester Piccadilly,2020-08-28,50219.0,27.0,0.0,0.0,41.0,16.0,0.7253886010362695
1666,Manchester Piccadilly,2020-09-01,43964.0,13.0,3.0,10.0,60.0,12.0,0.738544474393531
1667,Manchester Piccadilly,2020-09-02,40543.0,6.0,0.0,2.0,14.0,6.0,0.7682458386683739
1668,Manchester Piccadilly,2020-09-03,40735.0,23.0,0.0,0.0,30.0,3.0,0.7329032258064516
1669,Manchester Piccadilly,2020-09-04,48422.0,11.0,0.0,0.0,0.0,30.0,0.7651612903225806
1670,Manchester Piccadilly,2020-09-07,40533.0,63.0,2.0,0.0,28.0,0.0,0.7199488491048593
1671,Manchester Piccadilly,2020-09-08,39567.0,24.0,4.0,0.0,70.0,3.0,0.7515923566878981
1672,Manchester Piccadilly,2020-09-09,40877.0,19.0,0.0,15.0,85.0,46.0,0.7363057324840764
1673,Manchester Piccadilly,2020-09-10,40973.0,7.0,3.0,0.0,33.0,4.0,0.7593307593307593
1674,Manchester Piccadilly,2020-09-11,48123.0,31.0,0.0,0.0,5.0,7.0,0.7760814249363868
1675,Manchester Piccadilly,2020-09-14,44339.0,35.0,0.0,8.0,56.0,21.0,0.7046818727490997
1676,Manchester Piccadilly,2020-09-15,42168.0,46.0,0.0,0.0,3.0,12.0,0.7628128724672228
1677,Manchester Piccadilly,2020-09-16,41809.0,46.0,0.0,0.0,77.0,8.0,0.7302955665024631
1678,Manchester Piccadilly,2020-09-17,41590.0,120.0,0.0,32.0,199.0,14.0,0.7036496350364964
1679,Manchester Piccadilly,2020-09-18,47871.0,86.0,20.0,22.0,46.0,32.0,0.7059701492537314
1680,Manchester Piccadilly,2020-09-21,43198.0,60.0,0.0,0.0,34.0,16.0,0.7821428571428571
1681,Manchester Piccadilly,2020-09-22,40204.0,118.0,6.0,0.0,6.0,16.0,0.773696682464455
1682,Manchester Piccadilly,2020-09-23,39279.0,94.0,0.0,0.0,118.0,14.0,0.7238095238095238
1683,Manchester Piccadilly,2020-09-24,40724.0,36.0,6.0,0.0,142.0,14.0,0.7464454976303317
1684,Manchester Piccadilly,2020-09-25,50445.0,118.0,0.0,22.0,176.0,22.0,0.693034238488784
1685,Manchester Piccadilly,2020-09-28,38997.0,58.0,0.0,20.0,132.0,0.0,0.7599517490952955
1686,Manchester Piccadilly,2020-09-29,37843.0,156.0,0.0,22.0,218.0,0.0,0.7270531400966184
1687,Manchester Piccadilly,2020-09-30,37959.0,106.0,0.0,0.0,8.0,8.0,0.725748502994012
1688,Manchester Piccadilly,2020-10-01,40761.0,32.0,0.0,48.0,142.0,0.0,0.7281437125748503
1689,Manchester Piccadilly,2020-10-02,46550.0,64.0,28.0,0.0,56.0,24.0,0.7003567181926278
1690,Manchester Piccadilly,2020-10-05,39043.0,186.0,0.0,0.0,98.0,0.0,0.6555819477434679
1691,Manchester Piccadilly,2020-10-06,38041.0,32.0,0.0,8.0,112.0,8.0,0.7289377289377289
1692,Manchester Piccadilly,2020-10-07,38348.0,142.0,0.0,38.0,218.0,12.0,0.7032019704433498
1693,Manchester Piccadilly,2020-10-08,37553.0,36.0,12.0,0.0,132.0,0.0,0.7819905213270142
1694,Manchester Piccadilly,2020-10-09,45201.0,30.0,0.0,8.0,136.0,16.0,0.7568533969010727
1695,Manchester Piccadilly,2020-10-12,37322.0,136.0,0.0,0.0,104.0,6.0,0.6573849878934624
1696,Manchester Piccadilly,2020-10-13,35022.0,90.0,0.0,84.0,70.0,92.0,0.7253269916765755
1697,Manchester Piccadilly,2020-10-14,35857.0,24.0,0.0,0.0,134.0,14.0,0.7636579572446556
1698,Manchester Piccadilly,2020-10-15,37527.0,12.0,0.0,0.0,76.0,0.0,0.7440758293838863
1699,Manchester Piccadilly,2020-10-16,43782.0,128.0,0.0,0.0,276.0,4.0,0.7120669056152927
1700,Reading,2019-05-20,70845.0,135.0,29.0,0.0,72.0,41.0,0.6674612634088201
1701,Reading,2019-05-21,72919.0,148.0,3.0,0.0,44.0,30.0,0.6305125148986889
1702,Reading,2019-05-22,73676.0,105.0,0.0,0.0,70.0,28.0,0.7363420427553444
1703,Reading,2019-05-23,74964.0,125.0,26.0,0.0,84.0,27.0,0.676923076923077
1704,Reading,2019-05-24,73108.0,139.0,5.0,0.0,29.0,11.0,0.7219570405727923
1705,Reading,2019-05-28,81543.0,432.0,57.0,6.0,254.0,203.0,0.5243741765480896
1706,Reading,2019-05-29,73394.0,172.0,10.0,0.0,45.0,23.0,0.7079326923076923
1707,Reading,2019-05-30,74408.0,205.0,14.0,0.0,91.0,44.0,0.6929510155316607
1708,Reading,2019-05-31,72278.0,104.0,13.0,28.0,32.0,11.0,0.703971119133574
1709,Reading,2019-06-03,71889.0,128.0,22.0,0.0,36.0,26.0,0.7092882991556092
1710,Reading,2019-06-04,74096.0,132.0,23.0,0.0,78.0,25.0,0.7205707491082045
1711,Reading,2019-06-05,75660.0,195.0,29.0,5.0,37.0,79.0,0.6698224852071006
1712,Reading,2019-06-06,76587.0,81.0,8.0,0.0,103.0,22.0,0.6921241050119332
1713,Reading,2019-06-07,70226.0,148.0,27.0,12.0,104.0,72.0,0.7118847539015606
1714,Reading,2019-06-10,69411.0,101.0,20.0,0.0,60.0,29.0,0.694047619047619
1715,Reading,2019-06-11,76559.0,144.0,21.0,16.0,93.0,27.0,0.7455197132616488
1716,Reading,2019-06-12,74847.0,134.0,3.0,10.0,45.0,18.0,0.7198581560283688
1717,Reading,2019-06-13,56345.0,87.0,15.0,4.0,53.0,27.0,0.7212336892052195
1718,Reading,2019-06-14,76262.0,99.0,12.0,0.0,40.0,36.0,0.6634844868735084
1719,Reading,2019-06-17,74203.0,34.0,11.0,0.0,41.0,9.0,0.7484957882069796
1720,Reading,2019-06-18,81097.0,63.0,19.0,0.0,42.0,12.0,0.7360774818401937
1721,Reading,2019-06-19,81254.0,214.0,56.0,0.0,25.0,4.0,0.6340579710144928
1722,Reading,2019-06-20,85333.0,109.0,6.0,0.0,45.0,35.0,0.6901072705601907
1723,Reading,2019-06-21,84463.0,87.0,11.0,0.0,136.0,39.0,0.6471990464839095
1724,Reading,2019-06-24,72310.0,154.0,30.0,0.0,199.0,27.0,0.6698564593301436
1725,Reading,2019-06-25,74570.0,155.0,3.0,0.0,101.0,45.0,0.5678271308523409
1726,Reading,2019-06-26,77338.0,118.0,21.0,0.0,80.0,24.0,0.6393831553973903
1727,Reading,2019-06-27,77148.0,182.0,17.0,0.0,86.0,31.0,0.6
1728,Reading,2019-06-28,84121.0,232.0,34.0,50.0,142.0,40.0,0.5628205128205128
1729,Reading,2019-07-01,76112.0,198.0,18.0,0.0,32.0,51.0,0.5860023724792408
1730,Reading,2019-07-02,75833.0,179.0,21.0,0.0,40.0,24.0,0.6488095238095238
1731,Reading,2019-07-03,79973.0,213.0,94.0,17.0,130.0,91.0,0.6151035322777101
1732,Reading,2019-07-04,82533.0,397.0,46.0,59.0,197.0,91.0,0.49382716049382713
1733,Reading,2019-07-05,79734.0,244.0,24.0,5.0,180.0,29.0,0.5916359163591636
1734,Reading,2019-07-08,74075.0,332.0,95.0,16.0,79.0,13.0,0.5078407720144753
1735,Reading,2019-07-09,74430.0,211.0,3.0,0.0,36.0,58.0,0.5729665071770335
1736,Reading,2019-07-10,76053.0,102.0,3.0,19.0,148.0,6.0,0.6959134615384616
1737,Reading,2019-07-11,78135.0,120.0,19.0,7.0,15.0,6.0,0.6835748792270532
1738,Reading,2019-07-12,76217.0,138.0,26.0,0.0,62.0,12.0,0.6854741896758704
1739,Reading,2019-07-15,74838.0,313.0,22.0,29.0,261.0,94.0,0.53125
1740,Reading,2019-07-16,79834.0,178.0,171.0,4.0,89.0,91.0,0.6083231334149327
1741,Reading,2019-07-17,77941.0,127.0,39.0,0.0,405.0,7.0,0.6650306748466258
1742,Reading,2019-07-18,76453.0,142.0,10.0,0.0,81.0,16.0,0.6211031175059952
1743,Reading,2019-07-19,74736.0,189.0,27.0,0.0,25.0,48.0,0.5846153846153846
1744,Reading,2019-07-22,70180.0,144.0,19.0,0.0,30.0,11.0,0.6844602609727165
1745,Reading,2019-07-23,74170.0,208.0,8.0,0.0,133.0,44.0,0.535931790499391
1746,Reading,2019-07-24,71903.0,200.0,25.0,4.0,81.0,46.0,0.5520195838433293
1747,Reading,2019-07-25,69306.0,315.0,63.0,21.0,502.0,40.0,0.41229193341869397
1748,Reading,2019-07-26,72860.0,150.0,28.0,0.0,112.0,8.0,0.6105651105651105
1749,Reading,2019-07-29,70398.0,98.0,7.0,0.0,137.0,21.0,0.6317733990147784
1750,Reading,2019-07-30,70677.0,275.0,3.0,0.0,91.0,37.0,0.5827250608272506
1751,Reading,2019-07-31,73205.0,101.0,31.0,0.0,42.0,32.0,0.7106842737094838
1752,Reading,2019-08-01,73126.0,127.0,13.0,0.0,89.0,14.0,0.6868932038834952
1753,Reading,2019-08-02,68677.0,175.0,39.0,9.0,71.0,41.0,0.6758373205741627
1754,Reading,2019-08-05,68497.0,156.0,0.0,3.0,62.0,15.0,0.619277108433735
1755,Reading,2019-08-06,72188.0,72.0,11.0,0.0,67.0,41.0,0.7469437652811736
1756,Reading,2019-08-07,74070.0,121.0,15.0,0.0,26.0,37.0,0.6880952380952381
1757,Reading,2019-08-08,73336.0,112.0,11.0,14.0,42.0,24.0,0.7104945717732207
1758,Reading,2019-08-09,68888.0,112.0,24.0,6.0,52.0,35.0,0.6852300242130751
1759,Reading,2019-08-12,68749.0,182.0,14.0,4.0,45.0,41.0,0.7158671586715867
1760,Reading,2019-08-13,70350.0,176.0,8.0,0.0,19.0,16.0,0.7016509433962265
1761,Reading,2019-08-14,69405.0,129.0,11.0,3.0,65.0,17.0,0.6378896882494005
1762,Reading,2019-08-15,74731.0,203.0,29.0,0.0,81.0,74.0,0.5956678700361011
1763,Reading,2019-08-16,69464.0,133.0,7.0,3.0,24.0,14.0,0.6598062953995157
1764,Reading,2019-08-19,68857.0,124.0,42.0,5.0,32.0,29.0,0.7184115523465704
1765,Reading,2019-08-20,72269.0,90.0,35.0,0.0,35.0,24.0,0.7347670250896058
1766,Reading,2019-08-21,83791.0,60.0,14.0,0.0,20.0,3.0,0.7248803827751196
1767,Reading,2019-08-22,92634.0,56.0,21.0,0.0,41.0,16.0,0.744578313253012
1768,Reading,2019-08-23,81807.0,142.0,43.0,0.0,60.0,14.0,0.6766467065868264
1769,Reading,2019-08-27,67066.0,178.0,5.0,0.0,80.0,28.0,0.6869047619047619
1770,Reading,2019-08-28,71297.0,223.0,40.0,0.0,152.0,73.0,0.6498054474708171
1771,Reading,2019-08-29,73029.0,120.0,36.0,13.0,102.0,53.0,0.6750599520383693
1772,Reading,2019-08-30,71688.0,99.0,12.0,18.0,73.0,35.0,0.6753086419753086
1773,Reading,2019-09-02,72631.0,187.0,26.0,0.0,70.0,70.0,0.6359102244389028
1774,Reading,2019-09-03,74479.0,118.0,3.0,4.0,91.0,19.0,0.7022809123649459
1775,Reading,2019-09-04,73049.0,91.0,5.0,15.0,32.0,4.0,0.7407847800237812
1776,Reading,2019-09-05,75048.0,99.0,7.0,0.0,64.0,0.0,0.7200956937799043
1777,Reading,2019-09-06,73321.0,75.0,65.0,0.0,96.0,28.0,0.7243436754176611
1778,Reading,2019-09-09,72184.0,80.0,16.0,0.0,50.0,24.0,0.7029940119760479
1779,Reading,2019-09-10,67492.0,133.0,3.0,0.0,54.0,51.0,0.6577896138482024
1780,Reading,2019-09-11,76145.0,218.0,3.0,0.0,94.0,43.0,0.66626936829559
1781,Reading,2019-09-12,77466.0,193.0,10.0,0.0,40.0,16.0,0.6698450536352801
1782,Reading,2019-09-13,71595.0,95.0,9.0,0.0,175.0,26.0,0.7076372315035799
1783,Reading,2019-09-16,72192.0,76.0,7.0,0.0,33.0,4.0,0.6905615292712067
1784,Reading,2019-09-17,75005.0,140.0,31.0,0.0,53.0,19.0,0.6564344746162928
1785,Reading,2019-09-18,75549.0,99.0,6.0,0.0,64.0,11.0,0.7019002375296912
1786,Reading,2019-09-19,77865.0,115.0,223.0,0.0,112.0,34.0,0.6586248492159228
1787,Reading,2019-09-20,73726.0,137.0,3.0,0.0,80.0,18.0,0.6714285714285714
1788,Reading,2019-09-23,71605.0,93.0,0.0,11.0,88.0,44.0,0.7156511350059738
1789,Reading,2019-09-24,73372.0,197.0,11.0,0.0,123.0,46.0,0.5523809523809524
1790,Reading,2019-09-25,76538.0,148.0,11.0,0.0,37.0,25.0,0.6981132075471698
1791,Reading,2019-09-26,79133.0,173.0,26.0,5.0,35.0,52.0,0.7187127532777116
1792,Reading,2019-09-27,77124.0,114.0,15.0,0.0,67.0,18.0,0.6897767332549941
1793,Reading,2019-09-30,74221.0,101.0,20.0,34.0,162.0,21.0,0.6555423122765197
1794,Reading,2019-10-01,76831.0,120.0,3.0,28.0,80.0,18.0,0.7092198581560284
1795,Reading,2019-10-02,77590.0,95.0,23.0,22.0,67.0,23.0,0.685207100591716
1796,Reading,2019-10-03,80129.0,131.0,0.0,0.0,116.0,25.0,0.6829558998808105
1797,Reading,2019-10-04,62021.0,58.0,43.0,16.0,24.0,41.0,0.7016908212560387
1798,Reading,2019-10-07,72912.0,82.0,20.0,0.0,76.0,18.0,0.6857142857142857
1799,Reading,2019-10-08,76774.0,92.0,0.0,0.0,62.0,11.0,0.7082352941176471
1800,Reading,2019-10-09,76948.0,112.0,21.0,9.0,32.0,0.0,0.7187878787878788
1801,Reading,2019-10-10,80906.0,155.0,0.0,1.0,82.0,10.0,0.6960667461263409
1802,Reading,2019-10-11,78350.0,111.0,38.0,15.0,54.0,17.0,0.6886792452830188
1803,Reading,2019-10-14,73632.0,100.0,37.0,11.0,115.0,17.0,0.6614645858343338
1804,Reading,2019-10-15,77677.0,138.0,14.0,0.0,53.0,41.0,0.66785290628707
1805,Reading,2019-10-16,77005.0,113.0,10.0,12.0,102.0,26.0,0.6872770511296076
1806,Reading,2019-10-17,80340.0,78.0,16.0,0.0,115.0,22.0,0.6893203883495146
1807,Reading,2019-10-18,79305.0,93.0,18.0,0.0,73.0,19.0,0.7052505966587113
1808,Reading,2019-10-21,75209.0,125.0,16.0,6.0,73.0,48.0,0.6682808716707022
1809,Reading,2019-10-22,77429.0,73.0,6.0,0.0,106.0,4.0,0.7601918465227818
1810,Reading,2019-10-23,76784.0,87.0,7.0,0.0,87.0,19.0,0.7010804321728692
1811,Reading,2019-10-24,78098.0,142.0,8.0,2.0,120.0,11.0,0.579136690647482
1812,Reading,2019-10-25,81861.0,254.0,25.0,9.0,329.0,19.0,0.49379652605459057
1813,Reading,2019-10-28,76473.0,206.0,35.0,0.0,316.0,122.0,0.5127226463104325
1814,Reading,2019-10-29,77980.0,132.0,14.0,0.0,152.0,24.0,0.6581196581196581
1815,Reading,2019-10-30,79771.0,221.0,35.0,17.0,125.0,53.0,0.6447688564476886
1816,Reading,2019-10-31,78512.0,87.0,25.0,0.0,74.0,14.0,0.6573248407643312
1817,Reading,2019-11-01,79742.0,88.0,9.0,0.0,199.0,52.0,0.6360294117647058
1818,Reading,2019-11-04,74756.0,115.0,35.0,19.0,95.0,10.0,0.667063020214031
1819,Reading,2019-11-05,75729.0,133.0,3.0,51.0,105.0,6.0,0.574468085106383
1820,Reading,2019-11-06,80763.0,206.0,58.0,0.0,217.0,43.0,0.5297766749379652
